INDEX,ADDRESS,ADMINISTRATOR,CITY,FACILITY_TYPE,NAME,PHONE,ST,ZIP,OWNER,lat,long
1709,"1001 Gibson Drive, Suite 102",,Richmond,Home Health Agency,Commonwealth Home Health,8596231075,KY,40475,,37.73887039,-84.26799109
1710,533 Centre View Boulevard,,Crestview Hills,Home Health Agency,Amedisys Home Health Of Kentucky,8594417999,KY,41017,,39.0219333,-84.5546404
1711,335 Charles Drive,,Mayfield,Home Health Agency,Lifeline Of Jackson Purchase Home Health,2707535656,KY,42066,,36.71845161,-88.62967488
1712,"105 Citation Drive, Suite B",,Danville,Home Health Agency,Centerwell Home Health,8592362193,KY,40422,,-84.80307942181396,-84.80307942181396
1713,1014 Bellefonte Road,,Flatwoods,Home Health Agency,"Tech Medical, Inc",6063936606,KY,41139,,38.51405294,-82.72031755
1714,1027 Us 31 West By-Pass,,Bowling Green,Home Health Agency,Rainbow Home Health,2707450033,KY,42104,,-86.4272431979418,-86.4272431979418
1715,2330 Pollard Road,Rodney Hieneman,Ashland,Hospice,Community Hospice Care Center,6063290767,KY,41101,"Community Hospice, Inc.",38.47367085,-82.66101304
1716,483 South Loop Drive,Amy Thompson,Edgewood,Hospice,Saint Elizabeth Medical Center-Carol Ann And Ralph,8593014600,KY,41017,St. Elizabeth Medical Center,39.00972679,-84.56333344
1717,350 Isaacs Lane,Lisa Cox,Richmond,Hospice,Compassionate Care Center,8596269292,KY,40475,"Hospice Care Plus, Inc.",37.72117048,-84.2901615
1718,5872 Scottsville Road,Steve Jantz,Bowling Green,Hospice,"Hospice Of Southern Kentucky, Inc",2707469300,KY,42104,"Hospice Of Southern Kentucky, Inc.",36.91645027,-86.40718394
1719,1305 North Elm Street,Kendra Marsh,Henderson,Hospice,St Anthony'S Hospice-Lucy Smith King Care Center,2706312450,KY,42420,St. Anthony'S Hospice,37.85284104,-87.58194576
1720,101 Dennis Sandlin Md Cove,Liz Fowler,Hazard,Hospice,Mountain Community Hospice Care Center Dba Bluegra,6064872800,KY,41701,"Hospice Of The Bluegrass, Inc.",,
1721,1435 Kenton Pointe Way,Derek Flaugher,Maysville,Hospice,The Care Center At Kenton Pointe,6067590107,KY,41056,"Hospice Of Hope, Inc.",38.63887591,-83.82439553
1722,2914 Old Hartford Road,Brenda Knollenberg,Owensboro,Hospice,Hospice Of Western Kentucky - Heartford House,2709267565,KY,42303,"Hospice & Palliative Care Of The Ohio Valley, Inc.",37.74934044,-87.09051587
1723,305 Langdon Street,Euretha Godby,Somerset,Hospice,Hospice Of Lake Cumberland,6066794389,KY,42503,"Hospice Of Lake Cumberland, Inc.",37.0849757,-84.6210369
1724,1959 State Route 94 West,Jane Bright,Murray,Hospice,Anna Mae Owen Residential Hospice House,2707673670,KY,42071,Murray-Calloway County Public Hospital Corporation,36.60524069,-88.3513237
1725,1020 Glenview Drive,Shara Page,Glasgow,Hospice,Shanti Niketan Hospice House,2706514363,KY,42141,Tj Samson Community Hospital,37.01121461,-85.90307153
1726,6200 Dutchmans Lane,,Louisville,Hospice,"Hosparus, Inc.",5024566200,KY,40205,,38.22875311,-85.63977759
1727,1733 Harrodsburg Rd,,Lexington,Hospice,"Hospice Of The Bluegrass, Inc. Dba Bluegrass Care Navigators Dba Bluegrass Hospi",8592765344,KY,40504,,38.0313407,-84.5278027
1728,2410 South Green Street,,Henderson,Hospice,"St. Anthony'S Hospice, Inc.",2708262326,KY,42420,,37.80193725,-87.64236174
1729,3419 Wathens Crossing,,Owensboro,Hospice,Hospice Of Western Kentucky,2709267565,KY,42301,,37.73809491,-87.15078648
1730,5872 Scottsville Road,,Bowling Green,Hospice,Hospice Of Southern Kentucky,2707469300,KY,42104,,36.91645027,-86.40718394
1731,1959 State Route 94W,,Murray,Hospice,Murray Calloway County Hospital Hospice,2707673670,KY,42071,,36.60524069,-88.3513237
1732,201 Lyons Avenue,,Morehead,Hospice,St Claire Hospice/Palliative Care,6067836808,KY,40351,,38.18135033,-83.43793788
1733,"225 Medical Center Drive, Suite 203",,Paducah,Hospice,"Mercy Health - Hospice, Paducah",2704153636,KY,42003,,37.05352628,-88.64353531
1734,120 Enterprise Drive,,Danville,Hospice,"Heritage Hospice, Inc",8592362425,KY,40422,,37.6282337,-84.7949214
1735,220 Burley Avenue,,Hopkinsville,Hospice,"Pennyroyal Hospice, Inc.",2708856428,KY,42240,,36.8253565,-87.50713895
1736,"57 Dennis Sandlin, Md Cove",,Hazard,Hospice,Bluegrass Care Navigators,6064392111,KY,41701,,,
1737,350 Isaacs Lane,,Berea,Hospice,"Hospice Care Plus, Inc",8599861500,KY,40403,,-84.526877,-84.526877
1738,350 Isaacs Lane,,Richmond,Hospice,"Hospice Care Plus, Inc",8599861500,KY,40475,,37.72117048,-84.2901615
1739,1480 Carter Avenue,,Ashland,Hospice,Community Hospice,6063291890,KY,41101,,38.47839567,-82.64174087
1740,483 South Loop Road,,Edgewood,Hospice,Hospice Care Of St. Elizabeth Healthcare,8593014600,KY,41017,,39.00972679,-84.56333344
1741,711 Mcdowell Boulevard,,Bardstown,Hospice,Vna Health At Home,5023495500,KY,40004,,37.82760388,-85.47388772
1742,740 East Laurel Road,,London,Hospice,Vna Health At Home 1,6068773950,KY,40741,,37.11758413,-84.03904462
1743,407 Shoppers Drive,,Winchester,Hospice,Hospice East,8597449866,KY,40392,,38.00397253,-84.21602183
1744,100 Parkway Drive,,Somerset,Hospice,Hospice Of Lake Cumberland,6066794389,KY,42503,,-84.48022303534826,-84.48022303534826
1745,1414 South Mayo Trail,,Pikeville,Hospice,Appalachian Hospice Care,6064322112,KY,41501,,37.4426885,-82.5217287
1746,107 Gillespie Street,,Hartford,Hospice,Hospice Of Ohio County,2702989507,KY,42347,,37.44826806,-86.897175
1747,909 Kenton Station Drive,,Maysville,Hospice,"Hospice Of Hope, Inc.",6067594050,KY,41056,,38.63875107,-83.80507545
1748,200 Clinic Drive,,Madisonville,Hospice,"Hosparus, Inc.",5024566200,KY,42431,,37.33751316,-87.49141314
1749,1301 North Race Street,,Glasgow,Hospice,T. J. Samson Community Hospital Home Care Program Hospice,2706514430,KY,42142,,37.01141717,-85.90387873
1750,225 Hospital Drive,Matt Smith,Winchester,Hospital-Owned Pain Management Clinic,Clark Regional Interventional Pain Management,8597376559,KY,40391,"Kentucky Hospital, Llc",38.0128757,-84.2159885
1751,"2400 Greatstone Point, Suite A100",Jantzen Merriman,Lexington,Hospital-Owned Pain Management Clinic,Interventional Pain Associates,8593237246,KY,40504,University Of Kentucky Hospital,38.01894271,-84.54882981
1752,"315 East Broadway, Suite 415",Ruth Wilkerson,Louisville,Hospital-Owned Pain Management Clinic,Norton Pain Management Associates,5026294189,KY,40202,"Community Medical Associates, Inc.",38.24547012,-85.74932391
1753,4915 Norton Healthcare Blvd,Ruth Wilkerson,Louisville,Hospital-Owned Pain Management Clinic,Norton Pain Management Associates,5026295445,KY,40241,Community Medical Associates,38.31314221,-85.573536
1754,3135 Zion Rd,Libby Hayden,Henderson,Hospital-Owned Pain Management Clinic,Owensboro Health Henderson - Pain Management,2708269444,KY,42420,Owensboro Health Medical Group,37.82544037,-87.54609274
1755,510 Ruby Drive,Libby Hayden,Madisonville,Hospital-Owned Pain Management Clinic,Owensboro Health Madisonville Healthplex,2703997900,KY,42431,"Owensboro Health Medical Group, Inc.",37.3326842,-87.4786114
1756,"1000 Breckenridge Street, Suite 205",Libby Hayden,Owensboro,Hospital-Owned Pain Management Clinic,Owensboro Health Pain Management,2706883550,KY,42303,"Owensboro Health Medical Group, Inc.",37.76713991,-87.09883859
1757,2401 Terra Crossing Blvd,Angelica Thompson,Louisville,Hospital-Owned Pain Management Clinic,Uofl Health Medical Center Northeast,5022596061,KY,40245,"Uofl Health-Louisville, Inc. D/B/A Uofl Health-Jew",38.27209214,-85.49562746
1758,10200 Farmersville Road,Roberta Robertson,Princeton,Mrdd Group Homes,"Bright Life Farms, Inc",2708320491,KY,42445,"Bright Life Farms, Inc.",37.27846483,-87.9113917
1759,618 Bellewood Road,Ilese Anderson,Anchorage,Mrdd Group Homes,Cedar Lake Residences Group Home,5022222058,KY,40223,"Cedar Lake Residences, Inc.",38.25360368,-85.54317672
1760,3421 Day Spring Court,Susan Miller,Louisville,Mrdd Group Homes,Day Spring Men'S Home,5026365990,KY,40213,"Day Spring, Inc.",38.21502304,-85.71517763
1761,3439 Day Spring Court,Susan Miller,Louisville,Mrdd Group Homes,Day Spring Women'S Home,5026365990,KY,40213,"Day Spring, Incorporated",38.21540736,-85.71485724
1762,25 East Crescent Avenue,Terri Angel,Newport,Mrdd Group Homes,Egan House,8594919191,KY,41071,"The Point/Arc Of Northern Kentucky, Inc.",39.09112891,-84.47169857
1763,1834 West Ormsby,Darrin Harsley,Louisville,Mrdd Group Homes,Family First Living Facility Llc,2163190759,KY,40210,Darrin Harsley,38.2354574,-85.78860182
1764,316 East 8Th Street,Hollis Willaimson,Beaver Dam,Mrdd Group Homes,"Green River Independent Living Ii, Inc",2706896540,KY,42320,"Green River Independent Living Ii, Inc.",37.40958579,-86.87397296
1765,606 Hooks Lane,Lisa Wise,Hardinsburg,Mrdd Group Homes,Hallmark Group Home,2707565358,KY,40143,"Communicare, Incorporated",37.76559512,-86.44649897
1766,1660 South Main Street,Hollis Willaimson,Henderson,Mrdd Group Homes,Henderson Group Home,2706896540,KY,42420,"Henderson Group Home, Inc.",37.81913393,-87.61343312
1767,105 Edgewood Drive,Melanie Watts,Russellville,Mrdd Group Homes,Lifeskills Residential Development,2707263667,KY,42276,"Lifeskills, Incorporated",36.8576903,-86.8932193
1768,1910 Brandenburg Road,Will Parker,Brandenburg,Mrdd Group Homes,Marc-Anchor House,2704225335,KY,40108,"Meade Association For Remarkable Citizens, Inc.",37.97804193,-86.15184877
1769,3102 Locust Hollow Lane,Terri Angel,Edgewood,Mrdd Group Homes,Michael Zalla House,8594919191,KY,41017,The Point/Arc Of Northern Kentucky,39.00384782,-84.55082551
1770,160 Bright Life Lane,Roberta Robertson,Princeton,Mrdd Group Homes,"Phillip Hall House Bright Life Farms, Inc",2703650830,KY,42445,"Bright Life Farms, Inc.",37.27960057,-87.91069164
1771,627 Glass Pike,Spencer Wahl,Georgetown,Mrdd Group Homes,Quest Farm / Landon House #2,5025356064,KY,40324,"Quest Farm, Inc.",38.2996936,-84.62786782
1772,627 Glass Pike,Spencer Wahl,Georgetown,Mrdd Group Homes,Quest Farm / Richey House #1,5025356064,KY,40324,"Quest Farm, Inc.",38.2996936,-84.62786782
1773, 627 Glass Pike,Spencer Wahl,Georgetown,Mrdd Group Homes,Quest Farm / Volunteer House # 3,5025356064,KY,40324,"Quest Farm, Inc.",38.2996936,-84.62786782
1774,421 South Ninth Street,Gretchen Roof,Paducah,Mrdd Group Homes,Riverwood Group Home,2704436404,KY,42001,Four Rivers Behavioral Health,37.08086096,-88.60225492
1775,120 Bright Life Lane,Roberta Robertson,Princeton,Mrdd Group Homes,"The Leroy Oliver House, Bright Life Farms, Inc",2703651300,KY,42445,"Bright Life Farms, Inc.",37.27958262,-87.91032313
1776,890 Gilbert Ridge Road,Terri Angel,Alexandria,Mrdd Group Homes,The Point,8594919191,KY,41001,The Point/Arc Of Northern Kentucky,38.95627224,-84.39671543
1777,2992 Collier Lane,Terri Angel,Burlington,Mrdd Group Homes,The Point (Collier),8594919191,KY,41005,The Point Arc Of N. Ky,39.01266198,-84.73092051
1778,884 Gilbert Ridge Road,Terri Angel,Alexandria,Mrdd Group Homes,The Point (Fischer),8594919191,KY,41001,The Point/ Arc Of N Ky,38.95627775,-84.39690561
1779,8266 Meadowview Drive,Terri Angel,Florence,Mrdd Group Homes,The Point (Meadowview Drive),8594919191,KY,41042,The Point Arc Of N. Ky,38.97826501,-84.67360329
1780,80 Bright Life Lane,Roberta Robertson,Princeton,Mrdd Group Homes,The Renee Son House,2703650677,KY,42445,"Bright Life Farms, Inc.",37.27956468,-87.90995463
1781,329 South Third Street,Lisa Wise,Bardstown,Mrdd Group Homes,Tom Mckay Center,5023486090,KY,40004,"Communicare, Inc.",37.80434947,-85.46827887
1782,11567 Bunker Hill Court,Barbara Mckee,Independence,Mrdd Group Homes,"Voa/Orv Bunker Hill Court, Inc",8593725600,KY,41051,"Volunteers Of America Of Kentucky, Inc",38.9200322,-84.55501053
1783,6772 Hopeful Road,Elizabeth Gabbord,Florence,Mrdd Group Homes,"Voa/Orv Hopeful Road, Inc",8593725600,KY,41042,"Volunteers Of America Of Kentucky, Inc",38.99511708,-84.66180636
1784,435 River Road,Elizabeth Gabbord,Fort Thomas,Mrdd Group Homes,"Voa/Orv River Road, Inc",8593725600,KY,41075,"Volunteers Of America Of Kentucky, Inc",39.05594522,-84.43881043
1785,400 Bomar Heights,,Columbia,Nursing Home,Signature Healthcare At Summit Manor Rehab And Wellness Center,2703842153,KY,42728,,37.0947893,-85.31062303
1786,456 Burnley Road,,Scottsville         ,Nursing Home,Cal Turner Rehab And Specialty Care,2706222800,KY,42164,,36.76093277,-86.21638001
1787,252 W. 5Th Street,,La Center           ,Nursing Home,Life Care Center Of La Center,2706655681,KY,42056,,37.07802387,-88.97628854
1788,1002 Glenview Crive,,Glasgow,Nursing Home,Glenview Health And Rehabilitation,2706518332,KY,42141,,37.01079454,-85.90323445
1789,220 Westwood Street,,Glasgow,Nursing Home,Signature Healthcare Of Glasgow Rehab & Wellness Center,2706513499,KY,42141,,36.99360619,-85.93356335
1790,109  Homewood Blvd.,,Glasgow,Nursing Home,"Nhc Healthcare, Glasgow",2706516126,KY,42141,,37.01682525,-85.90489192
1791,7300 Woodspoint Drive,,Florence            ,Nursing Home,Belmont Terrace Nursing And Rehabilitation Center,8593715731,KY,41042,,39.00633439,-84.64308749
1792,2000 South Main Street,,Paris,Nursing Home,Bourbon Heights Nursing Home,8599875750,KY,40361,,38.19821748,-84.26857367
1793,2500 State Route 5,,Ashland,Nursing Home,Kingsbrook Lifecare Center,6063241414,KY,41102,,38.48353384,-82.69086977
1794,642 North Third Street,,Danville,Nursing Home,Danville Centre For Health & Rehabilitation,8592363972,KY,40422,,37.65510175,-84.7715311
1795,203 Bruce Court,,Danville,Nursing Home,Henson Park Health & Rehabilitation,8592369292,KY,40422,,37.64365349,-84.75994783
1796,5269 Asbury Road,,Augusta,Nursing Home,Perkins Country Manor,6067562156,KY,41002,,38.71487811,-84.01869506
1797,420 Jett Drive,,Jackson,Nursing Home,Breathitt Health & Rehabilitation,6066662456,KY,41339,,37.56429609,-83.37024434
1798,101 Fairgrounds Road,,Hardinsburg,Nursing Home,Hardinsburg Nursing And Rehabilitation Center,2707562159,KY,40143,,37.7683583,-86.44194323
1799,201 South Warren Street,,Morgantown,Nursing Home,Morgantown Care & Rehabilitation Center,2705263368,KY,42261,,37.22379611,-86.68363959
1800,1333 West Main Street,,Princeton,Nursing Home,Princeton Nursing & Rehabilitation,2703653541,KY,42445,,37.1184646,-87.89922695
1801,7341 E Alexandria Pike,,Alexandria,Nursing Home,The Seasons At Alexandria,8596944450,KY,41001,,38.98489966,-84.39780829
1802,100 Carmel Manor Road,,Fort Thomas,Nursing Home,Carmel Manor,8597815111,KY,41075,,39.06399135,-84.44038438
1803,124 West Nashville Street,,Pembroke,Nursing Home,Christian Heights Nursing And Rehabilitation Center,2704754227,KY,42266,,36.778609,-87.35437882
1804,950 Highpoint Dr.,,Hopkinsville        ,Nursing Home,Bradford Heights Nursing & Rehabilitation,2708851151,KY,42240,,36.89043599,-87.50669698
1805,950 Highpoint Drive,,Hopkinsville,Nursing Home,Bradford Heights Nursing & Rehabilitation,2708851151,KY,42240,,36.89043599,-87.50669698
1806,200 Glenway Road,,Winchester,Nursing Home,Fountain Circle Care & Rehabilitation Center,8597441800,KY,40391,,38.01549472,-84.21280371
1807,201 Watson Street,,Marion,Nursing Home,Crittenden County Health & Rehabilitation Center,2709652218,KY,42064,,37.32539239,-88.08441264
1808,2501 Old Hartford Road,,Owensboro,Nursing Home,Carmel Home,2706830227,KY,42303,,37.75211819,-87.0935
1809,1614 West Parrish Avenue,,Owensboro,Nursing Home,Hermitage Care And Rehabilitation Center,2706844559,KY,42301,,37.75998981,-87.12849503
1810,3740 Old Hartford Road,,Owensboro,Nursing Home,Signature Healthcare At Hillcrest,2706847259,KY,42303,,37.73949423,-87.0837126
1811,1205 Leitchfield Road,,Owensboro           ,Nursing Home,Chautauqua Health And Rehabilitation,2706840464,KY,42303,,37.76620695,-87.09088941
1812,2420 West Third Street,,Owensboro,Nursing Home,Twin Rivers Nursing And Rehabilitation Center,2706853141,KY,42301,,37.77203372,-87.14054577
1813,1608 Versailles Road,,Lexington,Nursing Home,Homestead Post Acute,8592520871,KY,40504,,38.04871794,-84.53298562
1814,1500 Trent Boulevard,,Lexington,Nursing Home,Hartland Park Health & Rehabilitation,8592722273,KY,40515,,37.96695421,-84.47682299
1815,3300 Tates Creek Road,,Lexington,Nursing Home,Mayfair Manor,8592662126,KY,40502,,37.99799047,-84.49557699
1816,147 North Highland Ave,,Prestonsburg,Nursing Home,Prestonsburg Health Care Center,6068862378,KY,41653,,37.66954746,-82.77201291
1817,1004 Holiday Lane,,Fulton              ,Nursing Home,"Fulton Nursing And Rehabilitation, Llc",2704721971,KY,42041,,36.51825739,-88.89325166
1818,402 W. Farthing Street,,Mayfield,Nursing Home,Green Acres Healthcare,2702476477,KY,42066,,36.72973015,-88.64112304
1819,718 Goodwin Lane,,Leitchfield,Nursing Home,Spring View Nursing & Rehabilitation,2702594036,KY,42754,,37.47599052,-86.286487
1820,505 William Thomason Byway,,Leitchfield         ,Nursing Home,Grayson Nursing And Rehab Center,2702594028,KY,42754,,37.47074035,-86.28850195
1821,213 Industrial Road,,Greensburg,Nursing Home,Green River Trails,2709324241,KY,42743,,37.24574792,-85.49667806
1822,405 Sm Roberson Drive,,South Shore,Nursing Home,South Shore Nursing And Rehabilitation,6069323127,KY,41175,,38.71873863,-82.9681096
1823,225 Saint John Road,,Elizabethtown,Nursing Home,Kensington Nursing And Rehabilitation Center,2707693314,KY,42701,,37.7033793,-85.87259316
1824,1101 Woodland Drive,,Elizabethtown,Nursing Home,Elizabethtown Nursing And Rehabilitation Center,2707656106,KY,42701,,37.71238715,-85.87946116
1825,1850 Veteran'S Way,,Elizabethtown       ,Nursing Home,Signature Healthcare Of Elizabethtown,2707692363,KY,42701,,37.73225388,-85.89486046
1826,323 Webster Avenue,,Cynthiana,Nursing Home,Edgemont Healthcare,8592344595,KY,41031,,38.38250923,-84.29198934
1827,2500 North Elm Street,,Henderson,Nursing Home,Henderson Nursing And Rehabilitation Center,2708269794,KY,42420,,37.87251031,-87.57063848
1828,366 South Washington Street,,Clinton             ,Nursing Home,Clinton-Hickman County Nursing Facility,2706532461,KY,42031,,36.66129932,-88.99378844
1829,106 Padgett Drive,,Clinton             ,Nursing Home,Clinton Place,2706535558,KY,42031,,36.66606141,-89.00267223
1830,55 East North Street,,Madisonville,Nursing Home,"Brighton Cornerstone Group, Llc",2708211492,KY,42431,,37.33541546,-87.49607521
1831,419 North Seminary St,,Madisonville,Nursing Home,"Madisonville Health And Rehabilitation, Llc",2708215564,KY,42431,,37.33471262,-87.50089828
1832,213 Water Street,,Dawson Springs,Nursing Home,Dawson Springs Health And Rehabilitation Center,2707972025,KY,42408,,37.16550709,-87.69374196
1833,1500 Pride Avenue,,Madisonville,Nursing Home,Park Grove Nursing And Rehabilitation Center,2708211813,KY,42431,,37.347567,-87.504356
1834,1101 Lyndon Lane,,Louisville,Nursing Home,Lyndon Crossing,5024250331,KY,40222,,38.26640551,-85.61008585
1835,3625 Fern Valley Road,,Louisville,Nursing Home,Franciscan Health Care Center,5029643381,KY,40219,,38.15708246,-85.69645
1836,2141 Sycamore Avenue,,Louisville,Nursing Home,Sycamore Heights Health And Rehabilitation,5028955417,KY,40206,,38.25582351,-85.70590587
1837,920 South Fourth Street,,Louisville,Nursing Home,River Oaks Post Acute And Rehabilitation Center,5025836533,KY,40203,,38.24089577,-85.75936043
1838,4200 Browns Lane,,Louisville          ,Nursing Home,Louisville East Post Acute,5024598900,KY,40220,,38.22170844,-85.62218136
1839,7504 Westport Road,,Louisville,Nursing Home,The Episcopal Church Home,5027367800,KY,40222,,38.27132721,-85.61370124
1840,900 Gagel Avenue,,Louisville,Nursing Home,Parkwood Health & Rehabilitation,5023685827,KY,40216,,38.17267416,-85.80564944
1841,1705 Stevens Avenue,,Louisville,Nursing Home,Highlands Nursing And Rehabilitation,5024517330,KY,40205,,38.22879104,-85.71127484
1842,2100 Cherokee Ridge Way,,Louisville,Nursing Home,Cherokee Park Rehabilitation,5024510990,KY,40205,,38.230709,-85.6858975
1843,3500 Good Samaritan Way,,Jeffersontown,Nursing Home,Jeffersontown Rehabilitation,5022677403,KY,40299,,38.19732717,-85.56459642
1844,240 Masonic Home Drive,,Masonic Home,Nursing Home,Sam Swope Care Center,5028974907,KY,40041,,38.25358349,-85.66220944
1845,5012 East Manslick Road,,Louisville,Nursing Home,Wesley Manor,5029693277,KY,40219,,38.11733005,-85.66668713
1846,446 Mt. Holly Avenue,,Louisville          ,Nursing Home,Clifton Heights,5028971646,KY,40206,,38.26109246,-85.70405391
1847,1155 Eastern Parkway,,Louisville,Nursing Home,Eastway Health & Rehabilitation,5026365241,KY,40217,,38.22549295,-85.72737528
1848,2120 Payne Street,,Louisville          ,Nursing Home,Nazareth Home Clifton,5028959425,KY,40206,,38.25242566,-85.70739612
1849,3526 Dutchman'S Lane,,Louisville,Nursing Home,Seneca Place,5024526331,KY,40205,,38.22423854,-85.65429002
1850,401 East 20Th Street,,Covington,Nursing Home,The Pavilion At Kenton,8592836600,KY,41014,,39.06786666,-84.50008427
1851,2344 Amsterdam Road,,Villa Hills,Nursing Home,Madonna Manor,8594266400,KY,41017,,39.06731986,-84.5832922
1852,4250 Glenn Avenue,,Covington,Nursing Home,Rosedale Green,8594312244,KY,41015,,39.04243202,-84.4959724
1853,65 Minton Hickory Farm Road,,Barbourville ,Nursing Home,Barbourville Health And Rehabilitation Center,6065465136,KY,40906,,,
1854,717 North Lincoln Boulevard,,Hodgenville,Nursing Home,Sunrise Manor Nursing Home,2703583103,KY,42748,,37.58198208,-85.73720461
1855,208 West 12Th Street,,London,Nursing Home,Laurel Heights Home For The Elderly,6068644155,KY,40741,,37.13243834,-84.09129778
1856,246 East Main Street,,Beattyville,Nursing Home,Lee County Care And Rehabilitation Center,6064643611,KY,41311,,37.57151578,-83.70389605
1857,105 Harmon Heights,,Stanford,Nursing Home,Stanford Crossing,6063652141,KY,40484,,37.53786414,-84.67125306
1858,509 North Hayden Ave.,,Salem,Nursing Home,Salem Springlake Health & Rehabilitation Center,2709884572,KY,42078,,37.26697458,-88.2431733
1859,509 North Hayden Avenue,,Salem,Nursing Home,Salem Springlake Health & Rehabilitation Center,2709884572,KY,42078,,37.26697458,-88.2431733
1860,139 Pearl St.,,Auburn,Nursing Home,Auburn Nursing And Rehabilitation Center,2705424111,KY,42206,,36.86451049,-86.71054327
1861,107 Boyles Drive,,Russellville,Nursing Home,Creekwood Nursing & Rehabilitation,2707269049,KY,42276,,36.81885399,-86.88287517
1862,1253 Lake Barkley Drive,,Kuttawa,Nursing Home,Lake Barkley Health & Rehabilitation,2703882291,KY,42055,,37.06579539,-88.10326095
1863,867 Mcguire Avenue,,Paducah             ,Nursing Home,River Haven Nursing And Rehabilitation Center,2704426168,KY,42001,,37.08227344,-88.63979282
1864,4747 Alben Barkley Drive,,Paducah             ,Nursing Home,Stonecreek Health And Rehabilitation,2704449661,KY,42001,,37.05655123,-88.65833319
1865,544 Lone Oak Road,,Paducah,Nursing Home,Parkview Nursing & Rehabilitation Center,2704436543,KY,42003,,37.0615982,-88.6389207
1866,100 Marshall Court,,Paducah,Nursing Home,Providence Pointe Healthcare,2704426884,KY,42001,,37.03970579,-88.72268263
1867,190 East Hwy 136,,Calhoun,Nursing Home,Riverside Care & Rehabilitation Center,2702733783,KY,42327,,,
1868,601 Richmond Road,,Berea,Nursing Home,Berea Health And Rehabilitation,8599864710,KY,40403,,37.59398073,-84.28358125
1869,130 Meadowlark Drive,,Richmond,Nursing Home,Kenwood Health And Rehabilitation Center,8596239472,KY,40475,,37.73956267,-84.31062827
1870,1201 Fifth Ave,,Calvert City        ,Nursing Home,Calvert City Convalescent Center,2703954124,KY,42029,,-88.33624479490567,-88.33624479490567
1871,10456 Us Highway 62,,Calvert City,Nursing Home,Oakview Nursing & Rehabilitation Center,2708986288,KY,42029,,37.00672055,-88.45425484
1872,620 Parker Road,,Maysville,Nursing Home,Maysville Nursing And Rehabilitation Facility,6065644085,KY,41056,,38.63593706,-83.79494008
1873,814 Old Ekron Road,,Brandenburg,Nursing Home,Brandenburg Nursing And Rehabilitation Center,2705513900,KY,40108,,37.9642747,-86.1666489
1874,706 North Magnolia Street,,Tompkinsville,Nursing Home,Signature Healthcare Of Monroe County Rehab And Wellness Center,2704876135,KY,42167,,36.7032993,-85.6863024
1875,774 Liberty Road,,West Liberty ,Nursing Home,West Liberty Nursing And Rehabilitation,6067433846,KY,41472,,37.9237493,-83.26600636
1876,521 Greene Drive,,Greenville,Nursing Home,Greenville Nursing And Rehabilitation,2703381523,KY,42345,,37.2156517,-87.17957734
1877,515 Greene Drive,,Greenville          ,Nursing Home,Maple Health And Rehabilitation,2703385400,KY,42345,,37.21545985,-87.17960869
1878,708 Bartley Avenue,,Bardstown,Nursing Home,Signature Healthcare At Colonial Rehab & Wellness Center,5023489260,KY,40004,,37.80754978,-85.47910388
1879,2323 Concrete Road,,Carlisle,Nursing Home,Willowbrook Healthcare,8596512400,KY,40311,,38.31162544,-84.04477991
1880,313 Main Street,,Fordsville,Nursing Home,Fordsville Nursing And Rehabilitation Center,2702763603,KY,42343,,37.63347295,-86.71269568
1881,1595 S Us Highway 231,,Beaver Dam,Nursing Home,"Beaver Dam Nursing & Rehab Center, Inc.",2702749646,KY,42320,,37.37308208,-86.8484589
1882,114 Mcmurtry,,Hartford,Nursing Home,Signature Healthcare Of Hartford Rehab & Wellness Center,2702987437,KY,42347,,37.44779901,-86.89538299
1883,305 Taylor Street ,,Butler,Nursing Home,River Valley Nursing Home,8594722217,KY,41006,,38.78671236,-84.37278427
1884,260 South Mayo Trail,,Pikeville,Nursing Home,"Pikeville Nursing And Rehab Center, Llc",6064377327,KY,41501,,37.47051569,-82.5339489
1885,200 Norfleet Drive,,Somerset,Nursing Home,Cumberland Nursing And Rehabilitation Center,6066785104,KY,42501,,37.08522068,-84.59768108
1886,145 Newcomb Avenue,,Mount Vernon,Nursing Home,Rockcastle Regional Hospital And Respiratory Care Center,6062562195,KY,40456,,37.35760565,-84.33609373
1887,371 West Main Street,,Brodhead,Nursing Home,Rockcastle Health And Rehabilitation Center,6067588711,KY,40409,,37.39752015,-84.41611573
1888,933 North Tolliver Road,,Morehead,Nursing Home,Life Care Center Of Morehead,6067847518,KY,40351,,38.19192463,-83.42343991
1889,102 Pocahontas Trail ,,Georgetown,Nursing Home,Signature Healthcare Of Georgetown,5028633696,KY,40324,,38.19662008,-84.56200263
1890,1871 Midland Trail,,Shelbyville,Nursing Home,Crestview Healthcare And Rehabilitation,5026332454,KY,40065,,38.21329263,-85.25248926
1891,711 Frankfort Road,,Shelbyville,Nursing Home,Maple Grove Senior Living Llc,5026333486,KY,40066,,38.2120996,-85.19573993
1892,414 Robey Street,,Franklin            ,Nursing Home,Franklin-Simpson Nursing And Rehabilitation Center,2705867141,KY,42135,,36.72500195,-86.55844686
1893,1980 Old Greensburg Road,,Campbellsville,Nursing Home,Campbellsville Nursing And Rehabilitation Center,2704653506,KY,42718,,37.33962109,-85.37883108
