INDEX,ADDRESS,ADMINISTRATOR,CITY,FACILITY_TYPE,NAME,PHONE,ST,ZIP,lat,long
11354,"12999 Pennsylvania St, M142",N/A,Carmel,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(317)848-2448,IN,46032,39.976675135625,-86.155190930135
11355,9745 Olympia Dr,N/A,Fishers,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(877)931-3245,IN,46037,39.92919939155,-85.983226824083
11356,"809 W Freeman St, M848",N/A,Frankfort,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(765)654-8783,IN,46041,40.271713074504,-86.520662696455
11357,2002 Albany St,N/A,Beech Grove,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(317)783-2911,IN,46107,39.723420597532,-86.104474562239
11359,3017 Valley Farms Rd,N/A,Indianapolis,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(317)293-2555,IN,46214,39.809104527286,-86.301978437731
11360,"2233 W Jefferson St, Mi In901K",N/A,Kokomo,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(765)457-9175,IN,46901,40.490617414,-86.160446172313
11361,"701 Armory Rd, M600",N/A,Delphi,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(513)713-0069,IN,46923,40.576417027472,-86.672770089681
11363,"200 26Th St, M287",N/A,Logansport,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(574)722-4006,IN,46947,40.761313238562,-86.334844691831
11364,"505 N Bradner Ave, M288",N/A,Marion,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(765)662-3981,IN,46952,40.565859978703,-85.68564587021
11365,"317 Blair Pike, M281",N/A,Peru,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(765)473-4426,IN,46970,40.758063834478,-86.086138734763
11366,"1850 W Matador St, M833",N/A,Peru,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(765)689-5000,IN,46970,40.671474613221,-86.143752801596
11367,"340 E 18Th St, M399",N/A,Rochester,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(574)223-5100,IN,46975,41.055115836016,-86.213448201701
11368,"1564 University Blvd, M145",N/A,Upland,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(765)998-2761,IN,46989,40.45979457388,-85.499267862252
11369,"600 Washington St, M409",N/A,Wabash,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(260)563-8402,IN,46992,40.80574491151,-85.813927461994
11370,"715 N Mill St, M596",N/A,Hartford City,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(513)713-0069,IN,47348,40.456399917691,-85.360714353207
11371,"359 Randolph St, M386",N/A,Parker City,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(765)468-8280,IN,47368,40.187271074927,-85.201524654598
11372,"1900 College Ave, M223",N/A,Vincennes,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(812)886-9870,IN,47591,38.670049307891,-87.510651004923
11374,"1244 Vail St, M303",N/A,Princeton,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(812)385-0794,IN,47670,38.345302322095,-87.596876750136
11375,"30 E Chandler Ave, M712",N/A,Evansville,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(513)713-0069,IN,47713,37.966022146282,-87.565282707214
11376,"395 8Th Ave, M441",N/A,Terre Haute,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(812)234-7111,IN,47804,39.484708263179,-87.412214843648
11377,"2201 Cason St, M555",N/A,Lafayette,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(765)447-4102,IN,47904,40.420875250557,-86.872406719629
11379,"300 Windy Hill Dr, M700",N/A,Lafayette,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(513)713-0069,IN,47905,40.396052273126,-86.902256608905
11380,3401 Soldiers Home Rd,N/A,West Lafayette,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(765)463-1541,IN,47906,40.466661451234,-86.899458590491
11381,"1051 Cumberland Ave, M380",N/A,West Lafayette,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(765)463-2571,IN,47906,40.46042400916,-86.919643704037
11382,"3851 N River Rd, M454",N/A,West Lafayette,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(765)463-1502,IN,47906,40.47347660279,-86.884310297593
11383,"1600 Liberty St, M379",N/A,Covington,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(765)793-4818,IN,47932,40.140350522732,-87.377536913655
11384,"817 Whitlock Ave, M395",N/A,Crawfordsville,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(513)713-0069,IN,47933,40.051749909041,-86.894914158319
11385,"1375 S Grant Ave, M150",N/A,Crawfordsville,CMS Provider/Clinician,Midwest Dysphagia Consultants Llc,(765)362-0905,IN,47933,40.025829289903,-86.904095388544
11386,"1159 W Jefferson St, Suite 302",N/A,Franklin,CMS Provider/Clinician,Urology Of Indiana Llc,(317)736-9487,IN,46131,39.480659640722,-86.077080123736
11387,"114 Executive Dr, Suite A",N/A,Lafayette,CMS Provider/Clinician,Nephrology Associates Of Northern Indiana Pc,(765)466-5182,IN,47905,40.419314376362,-86.843767393213
11388,"200 Medical Ctr Dr, Suite 2D",N/A,Hazard,CMS Provider/Clinician,Appalachian Regional Healthcare Inc,(606)487-7951,KY,41701,37.277260913656,-83.229179796466
11389,3220 Dixie Hwy,N/A,Erlanger,CMS Provider/Clinician,Recover Together Inc,(800)683-8313,KY,41018,39.018911011184,-84.595690449599
11390,133 Plaza Dr,N/A,Berea,CMS Provider/Clinician,Medical Laser Center Llc,(859)986-1370,KY,40403,37.56953300059,-84.312461092508
11391,"1035 N Post Rd, Suite B",N/A,Indianapolis,CMS Provider/Clinician,Mark A Snyder Od Llc,(317)449-2122,IN,46219,39.78249108319,-86.009284361821
11392,1102 W Shelby St,N/A,Falmouth,CMS Provider/Clinician,Harrison Memorial Hospital,(859)234-2300,KY,41040,38.680653110041,-84.34058646309
11393,701 Burkesville Rd,N/A,Albany,CMS Provider/Clinician,Albany Family Chiropractic Pllc,(606)387-5793,KY,42602,36.697703737503,-85.143704091653
11394,301 Big Hill Ave,N/A,Richmond,CMS Provider/Clinician,Richmond Family Chiropractic,(859)353-8603,KY,40475,37.740704713942,-84.285954480661
11395,"300 W Walnut St, Midwest Eye Consultants 0",N/A,Kokomo,CMS Provider/Clinician,Midwest Eye Consultants Pc,(765)459-5137,IN,46901,40.487457967869,-86.133760987456
11396,"105 S Raceway Rd, Suite 135",N/A,Indianapolis,CMS Provider/Clinician,Center For Vein Restoration In Llc,(855)830-8346,IN,46231,39.762181515109,-86.326707420766
11397,1445 S Lake Park Ave,N/A,Hobart,CMS Provider/Clinician,Center For Vein Restoration In Llc,(855)830-8346,IN,46342,41.513898626082,-87.258873528862
11399,"2001 Stults Rd, Suite 200",N/A,Huntington,CMS Provider/Clinician,Parkview Health System Inc,(260)266-7856,IN,46750,40.905554365175,-85.490524330393
11400,"206 W Warren St, Medpoint Urgent Care",N/A,Middlebury,CMS Provider/Clinician,Beacon Medical Group Inc,(574)358-0042,IN,46540,41.675287373216,-85.707166401498
11401,2485 N Lebanon St,N/A,Lebanon,CMS Provider/Clinician,Nephrology Associates Of Northern Indiana Pc,(765)446-5182,IN,46052,40.07432727905,-86.47455015652
11402,1333 Smith St,N/A,Logansport,CMS Provider/Clinician,Nephrology Associates Of Northern Indiana Pc,(765)446-5182,IN,46947,40.767272183488,-86.353828938263
11403,412 N Monroe St,N/A,Williamsport,CMS Provider/Clinician,Nephrology Associates Of Northern Indiana Pc,(765)446-5182,IN,47993,40.290736914541,-87.296087477814
11404,"1630 W Smith Valley Rd, Suite 100",N/A,Greenwood,CMS Provider/Clinician,Indiana Oral And Maxillofacial Surgery Associates Pc,(317)882-3370,IN,46142,39.605969686659,-86.157549822444
11405,1150 /2 Lincolnway S,N/A,Ligonier,CMS Provider/Clinician,Goshen Health System Inc,(260)894-7135,IN,46767,41.337390183267,-85.499396064482
11406,"2010 E Columbus Dr, Suite 10",N/A,East Chicago,CMS Provider/Clinician,Cardiovascular Consultants Pc,(219)934-4200,IN,46312,41.639035473143,-87.447106083567
11407,"8902 N Meridian St, Suite 100",N/A,Indianapolis,CMS Provider/Clinician,Metro Infectious Disease Consultants Llc,(877)448-3627,IN,46260,39.917296511916,-86.158005189608
11408,"1048 Ashley St, Suite 201",N/A,Bowling Green,CMS Provider/Clinician,"River Region Psychiatry Associates, Llc",(270)205-4585,KY,42103,36.966481407213,-86.43114286096
11409,"6985 W 38Th St, Suite 100",N/A,Indianapolis,CMS Provider/Clinician,Myeyedr Optometry Of Indiana Llc,(317)243-0028,IN,46254,39.823186252188,-86.282621088573
11410,"1506 Osolo Rd, Suite C",N/A,Elkhart,CMS Provider/Clinician,Beacon Medical Group Inc,(574)266-6050,IN,46514,41.703897088372,-85.946625438823
11411,5126 Ogilvie Ave,N/A,Paducah,CMS Provider/Clinician,Boone Physician Services Llc,(573)334-6071,KY,42001,37.063622390849,-88.673855964366
11413,900 I St,N/A,La Porte,CMS Provider/Clinician,Central Indiana Orthopedics Llc,(574)247-9441,IN,46350,41.599335997454,-86.729236897949
11414,"1700 Nicholasville Rd, Suite 1100",N/A,Lexington,CMS Provider/Clinician,Baptist Health Medical Group Inc,(859)276-0414,KY,40503,38.0192163459,-84.513715463739
11416,1701 S Creasy Ln,N/A,Lafayette,CMS Provider/Clinician,Imaging Associates Of Indiana Pc,(765)502-4000,IN,47905,40.393087297915,-86.838308207248
11417,11203 Main St,N/A,Martin,CMS Provider/Clinician,"Green Valley Emergency Physicians, Llc",(606)285-6400,KY,41649,37.578482039097,-82.750815031281
11418,"929 Ridge Rd, Suite 1",N/A,Munster,CMS Provider/Clinician,Community Care Network Inc,(219)836-6241,IN,46321,41.561039960359,-87.506853521457
11419,"103 Twin Oaks Cir, Suite 2",N/A,Frankfort,CMS Provider/Clinician,Jason W Luking D.C. Plc,(502)875-3200,KY,40601,38.153783517115,-84.896077194739
11420,140 Plaza Dr,N/A,Cold Spring,CMS Provider/Clinician,Summit Medical Group Inc,(859)912-6500,KY,41076,39.003554037594,-84.424516254244
11423,"10176 W 400, Suite D",N/A,Michigan City,CMS Provider/Clinician,M And M Foot And Ankle Specialists Llc,(630)822-2445,IN,46360,41.665833673067,-86.897028151335
11425,"110 Hardin Ln, Suite 10",N/A,Somerset,CMS Provider/Clinician,Pulmonary And Sleep Associates Llc,(606)678-0946,KY,42503,37.086419295365,-84.621075503402
11426,"120 W Smith Valley Rd, Suite C",N/A,Greewood,CMS Provider/Clinician,Advanced Physical Therapy Llc,(317)807-0223,IN,64142,39.606433359558,-86.107451552004
11427,1031 New Moody Ln,N/A,La Grange,CMS Provider/Clinician,Baptist Health Medical Group Inc,(502)897-1166,KY,40031,38.396155973549,-85.376164029204
11428,"1031 New Moody Ln, Suite 204",N/A,La Grange,CMS Provider/Clinician,Baptist Health Medical Group Inc,(502)897-1166,KY,40031,38.396155973549,-85.376164029204
11429,200 Norfleet Dr,N/A,Somerset,CMS Provider/Clinician,Ppl Therapeutic Services Pllc,(606)678-5104,KY,42501,37.08522068162,-84.597681083648
11432,309 11Th St,N/A,Carrollton,CMS Provider/Clinician,Commonwealth Pain Associates Pllc,(502)855-7200,KY,41008,38.680400457546,-85.169305086706
11433,1025 New Moody Ln,N/A,La Grange,CMS Provider/Clinician,Nautilus Health Care Group Plc,(502)222-5388,KY,40031,38.396160577035,-85.376087979554
11434,1030 W Michigan St,N/A,Indianapolis,CMS Provider/Clinician,University Surgeons Inc,(317)944-9800,IN,46202,39.774637945562,-86.176860352893
11435,"105 Lawson Dr, Suite 4",N/A,Georgetown,CMS Provider/Clinician,Commonwealth Hand Therapy,(502)642-5400,KY,40324,38.231750375756,-84.536830277262
11436,"4133 Gateway Blvd, Suite 290",N/A,Newburgh,CMS Provider/Clinician,"Deaconess Hospital, Inc.",(812)842-3082,IN,47630,37.974744269129,-87.449046074239
11437,101 E Park Dr,N/A,Albion,CMS Provider/Clinician,Bowen Health Inc,(260)636-6884,IN,46701,41.395828647495,-85.405415330522
11438,"584 Westport Rd, Suite 101",N/A,Elizabethtown,CMS Provider/Clinician,Community Medical Associates Inc,(270)769-2535,KY,42701,37.700526496789,-85.880564580001
11439,3401 Lake Ave,N/A,Fort Wayne,CMS Provider/Clinician,Myeyedr Optometry Of Indiana Llc,(260)426-3095,IN,46805,41.090216926883,-85.095879270789
11440,1000 S Main St,N/A,Tipton,CMS Provider/Clinician,"University Family Physicians, Inc.",(765)675-8500,IN,46072,40.272749867484,-86.041172462551
11441,15010 Chopine Pass,N/A,Roanoke,CMS Provider/Clinician,Ella E M Brown Charitable Circle,(269)781-4271,IN,46783,41.020661340044,-85.332606604546
11442,15010 Chopine Pass,N/A,Roanoke,CMS Provider/Clinician,X-Ray Physicians Of Shelbyville Pc,(903)663-4800,IN,46783,41.020661340044,-85.332606604546
11443,4001 Dutchmans Ln,N/A,Louisville,CMS Provider/Clinician,Obhg Kentucky Psc,(800)967-2289,KY,40207,38.233967002555,-85.633930696622
11444,"929 Ridge Rd, Suite 5",N/A,Munster,CMS Provider/Clinician,Suniti Medical Corporation,(219)836-2000,IN,46321,41.561039960359,-87.506853521457
11445,3630 Willowcreek Rd,N/A,Portage,CMS Provider/Clinician,Shifa Clinic Pc,(nan)-,IN,46368,41.551162968268,-87.182656596044
11446,802 Laporte Ave,N/A,Valparaiso,CMS Provider/Clinician,Shifa Clinic Pc,(219)477-5242,IN,46383,41.467246756076,-87.051197132768
11447,1000 Monarch St,N/A,Lexington,CMS Provider/Clinician,Shifa Psc,(859)223-0007,KY,40513,38.021877076466,-84.556528507831
11448,488 W Hospital Rd,N/A,Paoli,CMS Provider/Clinician,"Lifespring, Inc",(812)723-4301,IN,47454,38.567734533956,-86.476533446488
11449,201 Country Club Dr,N/A,Ashland,CMS Provider/Clinician,Fands Radiology Pc,(800)437-2672,KY,41101,38.490795749773,-82.692402042544
11450,200 E Chestnut St,N/A,Louisville,CMS Provider/Clinician,Norton Clark Physician Practices Llc,(502)629-8000,KY,40202,38.248211772883,-85.751762091104
11451,201 Country Club Dr,N/A,Ashland,CMS Provider/Clinician,Tampa Bay Radiology Associates Pa,(866)252-7905,KY,41101,38.490795749773,-82.692402042544
11452,201 Country Club Dr,N/A,Ashland,CMS Provider/Clinician,Radiology Physician Solutions Of North Florida Llc,(866)282-7905,KY,41101,38.490795749773,-82.692402042544
11453,201 Country Club Dr,N/A,Ashland,CMS Provider/Clinician,Radiology Physician Solutions Of West Florida Llc,(866)282-7905,KY,41101,38.490795749773,-82.692402042544
11454,201 Country Club Dr,N/A,Ashland,CMS Provider/Clinician,Radiology Physician Solutions Of Florida Llc,(800)437-2672,KY,41101,38.490795749773,-82.692402042544
11455,201 Country Club Dr,N/A,Ashland,CMS Provider/Clinician,Premier Imaging And Intervention Pllc,(304)372-2731,KY,41101,38.490795749773,-82.692402042544
11456,402 Mockingbird Valley Rd,N/A,Louisville,CMS Provider/Clinician,Sheridan Radiology Services Of Central Florida Inc,(800)437-2672,KY,40207,38.275620408902,-85.684021910889
11457,201 Country Club Dr,N/A,Ashland,CMS Provider/Clinician,Sheridan Radiology Services Of Central Florida Inc,(866)282-7905,KY,41101,38.490795749773,-82.692402042544
11458,201 Country Club Dr,N/A,Ashland,CMS Provider/Clinician,Jupiter Imaging Associates Inc,(800)437-2672,KY,41101,38.490795749773,-82.692402042544
11459,201 Country Club Dr,N/A,Ashland,CMS Provider/Clinician,Sheridan Radiology Services Of South Florida Inc,(888)365-9789,KY,41101,38.490795749773,-82.692402042544
11460,201 Country Club Dr,N/A,Ashland,CMS Provider/Clinician,Sheridan Radiology Services Of Pinellas Inc,(800)437-2672,KY,41101,38.490795749773,-82.692402042544
11461,201 Country Club Dr,N/A,Ashland,CMS Provider/Clinician,West Virginia Radiology Associates Pc,(469)757-1042,KY,41101,38.490795749773,-82.692402042544
11462,201 Country Club Dr,N/A,Ashland,CMS Provider/Clinician,Florida United Radiology Lc,(800)437-2672,KY,41101,38.490795749773,-82.692402042544
11463,10340 Saloma Rd,N/A,Campbellsville,CMS Provider/Clinician,Columbus Radiology Corp,(832)422-9562,KY,42718,37.461049988573,-85.433166189859
11464,10340 Saloma Rd,N/A,Campbellsville,CMS Provider/Clinician,Radiology Associates Of Canton Inc,(330)363-2842,KY,42718,37.461049988573,-85.433166189859
11465,1420 Sylvan Way,N/A,Louisville,CMS Provider/Clinician,Summit Radiology P C,(260)432-1568,KY,40205,38.207117787703,-85.696559203661
11466,1420 Sylvan Way,N/A,Louisville,CMS Provider/Clinician,X-Ray Physicians Of Shelbyville Pc,(903)663-4800,KY,40205,38.207117787703,-85.696559203661
11467,8820 S Meridian St,N/A,Indianapolis,CMS Provider/Clinician,"University Family Physicians, Inc.",(317)944-4000,IN,46217,39.638411917507,-86.158504004355
11468,75 Sterling Way,N/A,Mount Sterling,CMS Provider/Clinician,Nephrology Associates Of Lexington Psc,(859)499-0630,KY,40353,38.061546157814,-83.948345101154
11469,608 Chamberlin Ave,N/A,Frankfort,CMS Provider/Clinician,Nephrology Associates Of Lexington Psc,(502)607-0731,KY,40601,38.160365417972,-84.913193339451
11470,"279 Kings Daughters Dr, Suite 203",N/A,Frankfort,CMS Provider/Clinician,Nephrology Associates Of Lexington Psc,(502)226-4286,KY,40601,38.159692965114,-84.906036079891
11471,"73 Thompson Poynter Rd, Suite A",N/A,London,CMS Provider/Clinician,Therapeutic Solutions Of Corbin Llc,(606)657-5912,KY,40741,37.114794904216,-84.170229584128
11472,4799 S 7Th St,N/A,Terre Haute,CMS Provider/Clinician,Integrated Rehab Consultants Llc,(312)635-0973,IN,47802,39.408340627194,-87.406872008946
11473,950 Park E Blvd,N/A,Lafayette,CMS Provider/Clinician,Integrated Rehab Consultants Llc,(765)447-4040,IN,47905,40.406945797502,-86.82899916499
11474,"2894 E 3Rd St, Suite 155 Visionworks Doct",N/A,Bloomington,CMS Provider/Clinician,"First Impressions Optometric Associates, Llc",(812)336-2702,IN,47401,39.164155276498,-86.495207217422
11475,1878 Old Lebanon Rd,N/A,Campbellsville,CMS Provider/Clinician,Spring View Physician Practices Llc,(nan)-,KY,42718,37.368568339558,-85.339262667408
11476,12900 Grenville St,N/A,Carmel,CMS Provider/Clinician,Riverside Radiology And Interventional Associates Inc,(614)340-7740,IN,46032,39.974865315307,-86.195891203441
11477,"1138 Lexington Rd, Suite 203",N/A,Georgetown,CMS Provider/Clinician,Kentucky Mso Llc,(502)570-3778,KY,40324,38.185858821496,-84.562220562381
11478,9105 Indianapolis Blvd,N/A,Highland,CMS Provider/Clinician,The Methodist Hospitals Inc,(219)923-9090,IN,46322,41.548319554742,-87.47122748249
11479,989 Medical Park Dr,N/A,Maysville,CMS Provider/Clinician,Pain Management Group Llc,(606)759-2180,KY,41056,38.640778249171,-83.807894167893
11480,"1801 N Senate Blvd, Suite 535",N/A,Indianapolis,CMS Provider/Clinician,"University Orthopaedic Associates, Inc",(317)944-9400,IN,46202,39.789616662393,-86.165525501542
11482,10485 N Pennsylvania,N/A,Indianapolis,CMS Provider/Clinician,Dr Lynn Burford P C,(nan)-,IN,46280,39.940062912791,-86.155481283058
11483,10485 N Pennsylvania St,N/A,Carmel,CMS Provider/Clinician,Dr Lynn Burford P C,(317)846-7600,IN,46280,39.940062912791,-86.155481283058
11484,10485 N Pennsylvania St,N/A,Indianapolis,CMS Provider/Clinician,Dr Lynn Burford P C,(nan)-,IN,46280,39.940062912791,-86.155481283058
11485,"310 S Oak St, Midwest Eye Consultants 5",N/A,Winchester,CMS Provider/Clinician,Midwest Eye Consultants Pc,(765)584-2020,IN,47394,40.170030185617,-84.973509549343
11486,"1340 S Laurel Rd, Suite 1012",N/A,London,CMS Provider/Clinician,"Rocky Top Family Med, Inc",(606)335-2140,KY,40744,37.089114704604,-84.063110518976
11487,326 E Main St,N/A,Jasonville,CMS Provider/Clinician,Greene County Health Inc,(812)665-9000,IN,47438,39.163062476253,-87.195987204536
11488,1215 Lawn Ave,N/A,Elkhart,CMS Provider/Clinician,Beacon Medical Group Inc,(nan)-,IN,46514,41.680446796072,-85.9939039172
11489,1300 Merritt Dr,N/A,Henderson,CMS Provider/Clinician,"Methodist Health, Inc.",(270)827-4000,KY,42420,37.85531422177,-87.584481642101
11490,3550 Central Ave,N/A,Columbus,CMS Provider/Clinician,Proactive Clinical Partners,(812)379-9669,IN,47203,39.23948135461,-85.904280248579
11491,417 S 6Th St,N/A,Mayfield,CMS Provider/Clinician,Pinelake Physician Practice Llc,(270)247-1104,KY,42066,36.738255827899,-88.634665244392
11493,8924 E 96Th St,N/A,Fishers,CMS Provider/Clinician,The Kingdom Chiropractic Llc,(nan)-,IN,46037,39.927189463573,-86.010722302486
11495,"813 E 4Th St, Suite A",N/A,Mount Vernon,CMS Provider/Clinician,Deaconess Clinic Inc,(812)450-1325,IN,47620,37.934437407018,-87.886934797536
11496,201 Watson St,N/A,Marion,CMS Provider/Clinician,Health Providers Of America Llc,(270)965-2218,KY,42064,37.325392393292,-88.084412644665
11497,655 S Hebron Ave,N/A,Evansville,CMS Provider/Clinician,"Lampion Center, Inc",(812)471-1776,IN,47714,37.968357751117,-87.495429802064
11498,"211 E York, Russell Chiropractic",N/A,Rockville,CMS Provider/Clinician,Dr Larry J Russell Inc,(765)569-5000,IN,47872,39.763510202833,-87.226190983751
11499,4115 Mannheim Rd,N/A,Jasper,CMS Provider/Clinician,Daviess County Hospital,(812)254-2762,IN,47546,38.428112800033,-86.938249896219
11500,"12188 N Meridian St, B 250",N/A,Carmel,CMS Provider/Clinician,Franciscan Physician Network,(317)706-2361,IN,46237,39.966104240699,-86.158018734288
11501,140 Stonecrest Rd,N/A,Shelbyville,CMS Provider/Clinician,Baptist Health Medical Group Inc,(502)633-0094,KY,40065,38.211052244263,-85.25117315434
11502,721 Rudolph Way,N/A,Greendale,CMS Provider/Clinician,Kidney Disease Consultants,(859)757-4353,IN,47025,39.107416040078,-84.854578012456
11503,1516 119Th St,N/A,Whiting,CMS Provider/Clinician,Medovate Llc,(847)499-5500,IN,46394,41.679354834116,-87.49227164552
11504,2411 Ring Rd,N/A,Elizabethtown,CMS Provider/Clinician,Baptist Health Medical Group Inc,(nan)-,KY,42701,37.732494742598,-85.851906786118
11505,101 W 87Th Ave,N/A,Merrillville,CMS Provider/Clinician,Vohra Wound Physicians Of The West Pc,(877)866-7123,IN,46410,41.459334906883,-87.336949359523
11506,8071 Cunningham Sarles Rd,N/A,Borden,CMS Provider/Clinician,Radiology Associates Inc,(812)283-5950,IN,47106,38.389081218412,-85.95346659151
11508,501 W Broadway St,N/A,Monticello,CMS Provider/Clinician,Norman Eyecare Ltd,(574)583-9311,IN,47960,40.744897002315,-86.767913737295
11509,"1351 Ronald Reagan Pkwy, Suite A",N/A,Avon,CMS Provider/Clinician,Indiana University Health Care Associates Inc,(317)217-2919,IN,46123,39.791283450382,-86.346512660387
11510,1608 Versailles Rd,N/A,Lexington,CMS Provider/Clinician,Integrated Rehab Consultants Llc,(312)635-0973,KY,40504,38.048717938747,-84.532985617237
11511,150 Mount Vernon Dr,N/A,Georgetown,CMS Provider/Clinician,Kentuckyone Health Medical Group Inc,(859)276-4429,KY,40324,38.188143265814,-84.559758521373
11512,"1263 Hospital Dr Nw, Suite 100",N/A,Corydon,CMS Provider/Clinician,Kidney Care Consultants Psc,(502)595-7744,IN,47112,38.239037511168,-86.149155882248
11513,"313 Federal Nwdr, Suite 10",N/A,Corydon,CMS Provider/Clinician,Kidney Care Consultants Psc,(502)595-7744,IN,47112,38.233365443363,-86.132965144715
11514,"4318 Alexandria Pike, Suite B",N/A,Cold Spring,CMS Provider/Clinician,Family First Vision Care Kentucky Llc,(859)474-8159,KY,41076,39.018098962831,-84.435791471468
11515,550 S Jackson St,N/A,Louisville,CMS Provider/Clinician,University Of Louisville Physicians Inc,(502)562-6506,KY,40202,38.248602540885,-85.745070628038
11516,100 N Tillotson Ave,N/A,Muncie,CMS Provider/Clinician,Meridian Health Services Corp,(765)288-8770,IN,47304,40.193887518674,-85.419077412548
11517,1917S Hwy 53,N/A,Lagrange,CMS Provider/Clinician,Gaddie Eye Centers Llc,(502)225-0301,KY,40031,38.39550411532,-85.367633574165
11518,7635 Shelbyville Rd,N/A,Louisville,CMS Provider/Clinician,Gaddie Eye Centers Llc,(nan)-,KY,40222,38.249418249033,-85.612742068656
11520,1208 Cherokee Rd,N/A,Louisville,CMS Provider/Clinician,Consulting Radiologists Ltd,(612)573-2200,KY,40204,38.237913331045,-85.717363701585
11521,1530 N Commerce W Dr,N/A,Greensburg,CMS Provider/Clinician,Centerstone Of Indiana Inc,(812)663-7057,IN,47240,39.352284170667,-85.471773936752
11522,2185 Becknerville Rd,N/A,Winchester,CMS Provider/Clinician,Radiology Associates Inc,(812)283-5950,KY,40391,37.991827654257,-84.26230958518
11523,256 Bassett Ave,N/A,Lexington,CMS Provider/Clinician,Radiology Associates Inc,(812)283-5950,KY,40502,38.032835746376,-84.473359793841
11524,1184 Lacy Ln,N/A,Lexington,CMS Provider/Clinician,Radiology Associates Inc,(812)283-5950,KY,40513,38.023937440646,-84.563950048604
11525,4641 Oak Creek Dr,N/A,Lexington,CMS Provider/Clinician,Radiology Associates Inc,(812)283-5950,KY,40515,37.959841959067,-84.487358683314
11527,1878 Old Lebanon Rd,N/A,Campbellsville,CMS Provider/Clinician,Spring View Physician Practices Llc,(270)692-5139,KY,42718,37.368568339558,-85.339262667408
11528,"2451 Intelliplex Dr, Suite 250",N/A,Shelbyville,CMS Provider/Clinician,"Indiana Spine Group, Pc",(317)395-3178,IN,46176,39.559442357418,-85.784048754805
11529,1023 E Broadway,N/A,Louisville,CMS Provider/Clinician,Integrated Rehab Consultants Llc,(312)635-0973,KY,40204,38.244392520659,-85.734913543425
11530,3301 W Bethel Ave,N/A,Muncie,CMS Provider/Clinician,Integrated Rehab Consultants Llc,(312)635-0973,IN,47304,40.216145930559,-85.424625182495
11531,"2222 Rieth Blvd, Suite 104",N/A,Goshen,CMS Provider/Clinician,Beacon Medical Group Inc,(574)875-1082,IN,46526,41.616696954361,-85.893465060955
11532,1019 Commerce Pkwy,N/A,La Grange,CMS Provider/Clinician,Baptist Health Medical Group Inc,(502)225-9098,KY,40031,38.40054058407,-85.379314710686
11533,2037 Fontaine Rd,N/A,Lexington,CMS Provider/Clinician,Gainesville Radiology Group Pc,(770)282-8820,KY,40502,38.018186316587,-84.471239396708
11534,1801 Lynn Way,N/A,Louisville,CMS Provider/Clinician,"Shc Medical Partners Of Kentucky, Llc",(502)426-4513,KY,40222,38.275939402358,-85.616220931161
11535,8140 Castleton Rd,N/A,Indianapolis,CMS Provider/Clinician,Applegate Health Services Inc,(317)455-8246,IN,46250,39.904008622138,-86.05075258519
11536,"1950 Saint Charles St, Suite 4",N/A,Jasper,CMS Provider/Clinician,Little Company Of Mary Hospital Of Indiana Inc,(812)482-9555,IN,47546,38.404141941719,-86.951833487615
11537,2901 W 37Th Ave,N/A,Hobart,CMS Provider/Clinician,Comprehensive Rehab Consultants Pllc,(219)942-2170,IN,46342,41.550992935579,-87.291868392324
11538,"2000 Roosevelt Rd, Suite 201",N/A,Valparaiso,CMS Provider/Clinician,Porter Physician Services Llc,(219)476-7777113,IN,46383,41.486881099991,-87.046454974262
11539,"3999 Dutchmans Ln, Suite 4A",N/A,Louisville,CMS Provider/Clinician,Bluegrass Kidney Consultants Psc,(502)583-1799,KY,40207,38.233961580903,-85.633991181706
11540,4114 Browns Ln,N/A,Louisville,CMS Provider/Clinician,Bluegrass Kidney Consultants Psc,(502)583-1799,KY,40220,38.220202412596,-85.624948373118
