INDEX,FACILITY_TYPE,NAME,ADDRESS,CITY,ST,ZIP,ADMINISTRATOR,PHONE,OWNER
5750,CMS Provider/Clinician,"Strickland, Cox And Associates Primary Care Center",1448 S 15Th St,Louisville,KY,40210,,(502)749-3894,
5751,CMS Provider/Clinician,"Cogent Healthcare Of Kentucky, Psc","1210 Ky Hwy 36 E, Unit 1",Cynthiana,KY,41031,,(859)234-2300,
5753,CMS Provider/Clinician,Powerback Rehabilitation Llc,6901 Carslaw Ct,Prospect,KY,40059,,(502)480-1794,
5755,CMS Provider/Clinician,Kentucky Post-Acute Medical Services 1 Psc,100 Windsor Path,Georgetown,KY,40324,,(502)570-0540,
5762,CMS Provider/Clinician,"Sn Kentuckiana Rehab, Llc","2618 Ring Rd, Suite 110",Elizabethtown,KY,42701,,(270)766-1213,
5763,CMS Provider/Clinician,Neurohope Of Indiana Inc,6002 Sunnyside Rd,Indianapolis,IN,46236,,(317)525-8386,
5764,CMS Provider/Clinician,Community Physicians Of Indiana Inc,"100 Hospital Ln, Suite 210",Danville,IN,46122,,(317)718-9040,
5765,CMS Provider/Clinician,St Vincent Medical Group Inc,5629 Lee Rd,Indianapolis,IN,46216,,(317)419-6800,
5766,CMS Provider/Clinician,"Sn Kentuckiana Rehab, Llc",173 Pacer Dr Nw,Corydon,IN,47112,,(812)734-1918,
5767,CMS Provider/Clinician,Franciscan Physician Network,2030 Churchman Ave,Beech Grove,IN,46107,,(nan)-,
5770,CMS Provider/Clinician,Tamella Buss Cassis Md Pllc,"9301 Dayflower St, Suite 100",Prospect,KY,40059,,(502)326-8588,
5771,CMS Provider/Clinician,Kiosk Medicine Kentucky Llc,3105 N Bend Rd,Hebron,KY,41048,,(859)962-4922,
5772,CMS Provider/Clinician,Psychological And Behavioral Consultants Llc,"120 Prosperous Pl, Suite 201",Lexington,KY,40509,,(216)468-5000,
5774,CMS Provider/Clinician,Comprehensive Rehab Consultants Pllc,10250 Us Hwy 42,Union,KY,41091,,(859)384-1200,
5777,CMS Provider/Clinician,Ognomy Sleep Associates De Llc,"7310 Fegenbush Ln, Suite 201",Louisville,KY,40228,,(877)664-6669,
5781,CMS Provider/Clinician,Edith And Henry Heuser Hearing Institute,275 Quartermaster Court,Jeffersonville,IN,47130,,(502)584-3573,
5782,CMS Provider/Clinician,Community Physicians Of Indiana Inc,"1400 N Ritter Ave, Suite 500",Indianapolis,IN,46219,,(317)355-1234,
5786,CMS Provider/Clinician,"Anjum Bux, Md, Psc","230 W Main St, Suite 400",Danville,KY,40422,,(859)236-5844,
5787,CMS Provider/Clinician,"Anjum Bux, Md, Psc",1210 Ky Hwy 36 E 1C,Cynthiana,KY,41031,,(859)234-2300,
5788,CMS Provider/Clinician,Northgate Medical Imaging Llc,517 Locust Creek Blvd,Louisville,KY,40245,,(812)949-0807,
5789,CMS Provider/Clinician,Raleigh Radiology Associates Inc,2217 Grove Hill Pl,Louisville,KY,40207,,(502)526-8580,
5790,CMS Provider/Clinician,Radiology Associates Inc,517 Locust Creek Blvd,Louisville,KY,40245,,(812)283-5950,
5791,CMS Provider/Clinician,Indiana University Health Care Associates Inc,6820 Parkdale Pl,Indianapolis,IN,46254,,(nan)-,
5799,CMS Provider/Clinician,Onemd Eastpoint Pllc,"13050 Magisterial Dr, Suite 102",Louisville,KY,40223,,(502)899-7163,
5805,CMS Provider/Clinician,Healthpro Heritage Rehab And Fitness Llc,3362 Buckland Sq,Owensboro,KY,42301,,(270)506-4254,
5806,CMS Provider/Clinician,Ephraim Mcdowell Health Resource Inc,"1541 Lebanon Rd, Suite 2",Danville,KY,40422,,(859)239-4500,
5807,CMS Provider/Clinician,Kentucky Mso Llc,"1138 Lexington Rd, Suite 130",Georgetown,KY,40324,,(502)570-2324,
5808,CMS Provider/Clinician,The Health And Hospital Corporation Of Marion County,1660 N Illinois St,Indianapolis,IN,46202,,(317)880-2900,
5809,CMS Provider/Clinician,The Health And Hospital Corporation Of Marion County,2700 Dr Martin Luther King Jr St,Indianapolis,IN,46208,,(317)931-4300,
5811,CMS Provider/Clinician,Community Physicians Of Indiana Inc,"8501 E 56Th St, Suite 120",Indianapolis,IN,46216,,(317)621-2360,
5812,CMS Provider/Clinician,Grace Primary Care Pllc,6520 W Hwy 22,Crestwood,KY,40014,,(502)821-6465,
5816,CMS Provider/Clinician,University Of Cincinnati Physicians Company Llc,723 Buttermilk Pike,Crescent Springs,KY,41017,,(859)442-1560,
5821,CMS Provider/Clinician,Psf Pllc,"1101 N National Rd, Family Allergy And Asthma",Columbus,IN,47201,,(812)314-7046,
5822,CMS Provider/Clinician,Indiana University Health Southern Indiana Physicians Llc,103 Willow St,Nashville,IN,47448,,(888)484-3258,
5823,CMS Provider/Clinician,Union Hospital Inc,315 Lankford St,Clay City,IN,47841,,(812)939-2126,
5824,CMS Provider/Clinician,Benchmark Physical Therapy Of Ky Llc,"6408 W Hwy 146, Suite 9",Crestwood,KY,40014,,(502)212-2171,
5825,CMS Provider/Clinician,"Agilitas Usa, Inc","291 N Hubbards Ln, Suite 195",Louisville,KY,40207,,(502)632-4003,
5831,CMS Provider/Clinician,Community Medical Associates Inc,"210 E Gray St, Suite 1002",Louisville,KY,40202,,(502)584-2029,
5834,CMS Provider/Clinician,"In Post Acute Specialists, Pc",326 Country Club Dr,New Albany,IN,47150,,(812)948-1311,
5838,CMS Provider/Clinician,Lucas Counseling And Consulting Llc,"8134 New Lagrange Rd, Suite 100",Louisville,KY,40222,,(502)767-0415,
5839,CMS Provider/Clinician,Community Medical Associates Inc,"2051 Clevidence Blvd, Suite B",Clarksville,IN,47129,,(502)629-2030,
5840,CMS Provider/Clinician,Countryside Family Care,1133 S Main St,Hartford,KY,42347,,(270)504-7060,
5842,CMS Provider/Clinician,One Sensible Solution Llc,6038 N Keystone Ave,Indianapolis,IN,46220,,(nan)-,
5846,CMS Provider/Clinician,Brandon L Houk Md Psc,"2413 Ring Rd, Suite 122",Elizabethtown,KY,42701,,(270)763-0067,
5847,CMS Provider/Clinician,Owensboro Health Medical Group Inc,"1301 Pleasant Valley Rd, Suite 404",Owensboro,KY,42303,,(270)417-7515,
5850,CMS Provider/Clinician,Wall Street Medical Group Inpatient Services Llc,3104 Blackiston Blvd,New Albany,IN,47150,,(502)525-4376,
5851,CMS Provider/Clinician,Baptist Health Medical Group Inc,"1919 State St, Suite 360",New Albany,IN,47150,,(502)928-0900,
5852,CMS Provider/Clinician,Baptist Health Medical Group Inc,"4002 Kresge Way, Suite 124",Louisville,KY,40207,,(502)895-4263,
5853,CMS Provider/Clinician,Southeastern Emergency Physicians Llc,1025 New Moody Ln,La Grange,KY,40031,,(502)222-5388,
5857,CMS Provider/Clinician,Community Medical Associates Inc,"1373 E State Rd, 62 Suite 2G",Madison,IN,47250,,(812)801-0894,
5858,CMS Provider/Clinician,"Bluegrass Anesthesia Services, Psc",100 Diagnostic Dr,Frankfort,KY,40601,,(859)268-1030,
5861,CMS Provider/Clinician,Precision Eye Group Pc,"1413 Washington St, Precision Eye Group",Columbus,IN,47201,,(812)332-2020,
5863,CMS Provider/Clinician,Stepworks Recovery Centers Llc,1207 Woodland Dr,Elizabethtown,KY,42701,,(800)545-9031,
5864,CMS Provider/Clinician,Stepworks Recovery Centers Llc,1111 Crown Pointe Dr,Elizabethtown,KY,42701,,(800)545-9031,
5865,CMS Provider/Clinician,Stepworks Recovery Centers Llc,2901 Ring Rd,Elizabethtown,KY,42701,,(800)545-9031,
5866,CMS Provider/Clinician,Stepworks Recovery Centers Llc,201 Peterson Dr,Elizabethtown,KY,42701,,(800)545-90314100,
5867,CMS Provider/Clinician,Stepworks Recovery Centers Llc,312 Chestnut St,Elizabethtown,KY,42701,,(nan)-,
5869,CMS Provider/Clinician,Baptist Health Medical Group Inc,"6420 Dutchmans Pkwy, Suite 195",Louisville,KY,40205,,(502)928-0115,
5872,CMS Provider/Clinician,Clarkson Optometry Midwest Inc,115 S 5Th St Bardstown,Bardstown,KY,40004,,(502)348-5125,
5873,CMS Provider/Clinician,Orthocincy Orthopaedics And Sports Medicine Psc,2845 Chancellor Dr,Crestview Hills,KY,41017,,(859)301-2663,
5874,CMS Provider/Clinician,Exceptional Care Services Llc,4915 Charlestown Rd,New Albany,IN,47150,,(502)338-8884,
5879,CMS Provider/Clinician,Community Medical Associates Inc,"1373 E State Rd, 62 Suite 2E",Madison,IN,47250,,(812)801-0820,
5880,CMS Provider/Clinician,King Chiropractic Llc,420 N Maple St,Orleans,IN,47452,,(812)865-3052,
5881,CMS Provider/Clinician,Baptist Health Medical Group Inc,750 Cypress Station Dr,Louisville,KY,40207,,(502)896-3900136,
5884,CMS Provider/Clinician,Optimum Wound Care Llc,"9115 Leesgate Rd, Suite C",Louisville,KY,40222,,(502)999-2308,
5885,CMS Provider/Clinician,St Vincent Medical Group Inc,6620 Parkdale Pl,Indianapolis,IN,46254,,(317)415-7373,
5891,CMS Provider/Clinician,"Lifespring, Inc",535 Country Club Serd,Corydon,IN,47112,,(812)738-2114,
5892,CMS Provider/Clinician,"Lifespring, Inc",2820 Grant Line Rd,New Albany,IN,47150,,(812)981-2594,
5895,CMS Provider/Clinician,Summit Medical Group Inc,230 6Th St,Rising Sun,IN,47040,,(812)496-8793,
5900,CMS Provider/Clinician,Athletico Ltd,10940 E Us Hwy 36,Avon,IN,46123,,(317)808-7000,
5908,CMS Provider/Clinician,Associated Pathologists Llc,320 N Loretto Rd,Lebanon,KY,40033,,(615)932-8287,
5912,CMS Provider/Clinician,"South Grove Eye Care, Pc","373 Meridian Parke Ln, Suite E",Greenwood,IN,46142,,(317)535-3935,
5914,CMS Provider/Clinician,Baptist Health Medical Group Inc,"10216 Taylorsville Rd, Suite 400",Louisville,KY,40299,,(502)267-5456,
5917,CMS Provider/Clinician,Community Physicians Of Indiana Inc,"1400 N Ritter Ave, Suite 520",Indianapolis,IN,46219,,(317)355-1234,
5923,CMS Provider/Clinician,Indiana University Health Care Associates Inc,"1633 N Capitol Ave, 680 The Indiana Clinic",Indianapolis,IN,46202,,(317)962-8851,
5926,CMS Provider/Clinician,Community Medical Associates Inc,"3118 E 10Th St A, Norton Leatherman Spine Ce",Jeffersonville,IN,47130,,(502)584-7525,
5927,CMS Provider/Clinician,Community Medical Associates Inc,3118 E 10Th St,Jeffersonville,IN,47130,,(nan)-,
5928,CMS Provider/Clinician,Baptist Health Medical Group Inc,"2600 Stanley Gault Pkwy, Suite 201",Louisville,KY,40223,,(502)238-2801,
5929,CMS Provider/Clinician,First Urology Psc,"515 Hospital Dr, Suite 3",Shelbyville,KY,40065,,(502)633-2661,
5930,CMS Provider/Clinician,First Urology Psc,"2400 Eastpoint Pkwy, Suite 560",Louisville,KY,40223,,(502)897-7172,
5933,CMS Provider/Clinician,"Danville Anesthesia Associates, Llp",217 S 3Rd St,Danville,KY,40422,,(859)239-1000,
5936,CMS Provider/Clinician,Elsbury Optometry Pc,846 N State St,Greenfield,IN,46140,,(317)462-3326,
5938,CMS Provider/Clinician,Ohio County Hospital Corporation,1215 Old Main St,Hartford,KY,42347,,(270)298-54015401,
5939,CMS Provider/Clinician,Madison Dermatology Llc,122 Demaree Dr,Madison,IN,47250,,(812)265-9191,
5940,CMS Provider/Clinician,Baptist Health Medical Group Inc,"4003 Kresge Way, Suite 221",Louisville,KY,40207,,(502)897-7107,
5941,CMS Provider/Clinician,Holsman Physical Therapy And Rehab Of Ind Llc,2307 Turnberry Dr,Jeffersonville,IN,47130,,(855)465-7626,
5944,CMS Provider/Clinician,Indiana University Health Care Associates Inc,2920 S Mcintire Dr,Bloomington,IN,47403,,(812)353-3277,
5945,CMS Provider/Clinician,Greenwood Vision Care Llc,"622 N Madison Ave, Suite 9",Greenwood,IN,46142,,(317)610-0261,
5946,CMS Provider/Clinician,Indianapolis Vision Care Llc,932 S Meridian St,Indianapolis,IN,46225,,(317)636-4448,
5947,CMS Provider/Clinician,"Next Pt Group Kentucky, Llc",8225 Whipps Mill Rd,Louisville,KY,40222,,(502)716-5160,
5948,CMS Provider/Clinician,Radiology Inc,106 Meadow Ridge Ct,Nicholasville,KY,40356,,(304)522-1550454,
5949,CMS Provider/Clinician,Centerwell Senior Primary Care Ky Psc,2950 W Market St,Louisville,KY,40212,,(502)801-9502,
5951,CMS Provider/Clinician,Community Physicians Of Indiana Inc,"1400 N Ritter Ave, Suite 479",Indianapolis,IN,46219,,(317)355-1470,
5952,CMS Provider/Clinician,Meade County Chiropractic And Sports Rehab Psc,124 Broadway St,Brandenburg,KY,40108,,(270)422-5553,
5953,CMS Provider/Clinician,Baptist Health Medical Group Inc,"210 Bevins Ln, Suite C",Georgetown,KY,40324,,(502)868-0622,
5954,CMS Provider/Clinician,Indy Behavioral Health Llc,2629 Waterfront Pkwy E Dr,Indianapolis,IN,46214,,(317)978-0257,
5955,CMS Provider/Clinician,Indy Behavioral Health Llc,"2611 Waterfront Pkwy E Dr, Suite 370",Indianapolis,IN,46214,,(nan)-,
5957,CMS Provider/Clinician,Advanced Physical Therapy Llc,369 Grand Valley Blvd,Martinsville,IN,46151,,(765)349-9255,
5958,CMS Provider/Clinician,Sellersburg Internal Medicine And Pediatrics,"130 Hunter Station Way, Suite 202",Sellersburg,IN,47172,,(812)248-0800,
5960,CMS Provider/Clinician,Clark Regional Physician Practices Llc,160 Pedro Way,Winchester,KY,40391,,(859)737-8483,
5962,CMS Provider/Clinician,Clarkson Optometry Midwest Inc,2498 Dixie Hwy,Fort Mitchell,KY,41017,,(859)331-0431,
5964,CMS Provider/Clinician,Sterling Health Solutions Inc,103 Commonwealth Dr,Mount Sterling,KY,40353,,(859)498-7716,
5966,CMS Provider/Clinician,Community Health Network Inc,1402 E County Line Rd,Indianapolis,IN,46227,,(317)621-9002,
5967,CMS Provider/Clinician,Community Health Network Inc,"1402 E County Line Rd, Suite 2400",Indianapolis,IN,46227,,(nan)-,
5973,CMS Provider/Clinician,Advanced Ent And Allergy Pllc,"935 Chambers Blvd, Unit A",Bardstown,KY,40004,,(502)893-0159,
5977,CMS Provider/Clinician,The James B Haggin Memorial Hospital Inc,217 S 3Rd St,Danville,KY,40422,,(nan)-,
5978,CMS Provider/Clinician,Kentuckyone Health Medical Group Inc,624 Maysville Rd,Mt Sterling,KY,40353,,(859)497-4144,
5979,CMS Provider/Clinician,"Head And Neck Surgery Associates, Psc","2300 Chamber Ctr Dr, Suite 102",Lakeside Park,KY,41017,,(859)572-3031,
5980,CMS Provider/Clinician,University Surgeons Inc,"1115 Ronald Reagan Pkwy, Suite 329",Avon,IN,46123,,(317)217-2800,
5982,CMS Provider/Clinician,Children And Family Counseling Associates,100 S Main St,Harrodsburg,KY,40330,,(859)613-8178,
5985,CMS Provider/Clinician,Community Medical Associates Inc,"106 W John Rowan Blvd, Suite E",Bardstown,KY,40004,,(502)350-4799,
5986,CMS Provider/Clinician,Fast Track Physical Therapy Llc,"120 W Main St, Fast Track Physical Therap",Danville,IN,46122,,(317)558-7702,
5987,CMS Provider/Clinician,Summit Medical Group Inc,125 Saint Michael Dr,Cold Spring,KY,41076,,(859)781-4111,
5988,CMS Provider/Clinician,Community Medical Associates Inc,"210 E Gray St, Suite 605",Louisville,KY,40202,,(502)559-3636,
5989,CMS Provider/Clinician,Owensboro Health Medical Group Inc,"1325 Triplett St, A",Owensboro,KY,42303,,(270)686-8500,
5992,CMS Provider/Clinician,Owensboro Health Medical Group Inc,"2211 Mayfair Dr, Suite 102",Owensboro,KY,42301,,(270)688-1351,
5997,CMS Provider/Clinician,"Shc Medical Partners Of Kentucky, Llc",3740 Old Hartford Rd,Owensboro,KY,42303,,(270)684-7259,
5999,CMS Provider/Clinician,Dragonfly Primary Care Llc,"6835 E Southport Rd, Suite D",Indianapolis,IN,46237,,(317)759-1843,
6000,CMS Provider/Clinician,Clarkson Optometry Midwest Inc,"544 Conestoga Pkwy, Suite 17",Shepherdsville,KY,40165,,(502)955-2020,
6001,CMS Provider/Clinician,Healthpro Heritage Rehab And Fitness Llc,5651 E 30Th St,Indianapolis,IN,46218,,(463)215-0733,
6002,CMS Provider/Clinician,Dr Shewmaker And Associates Optometrists Inc,"2174 Dixie Hwy, Suite A",Fort Mitchell,KY,41017,,(859)341-2566,
6004,CMS Provider/Clinician,Allergy Asthma And Sinus Center Pllc,504 Tenikat St,Danville,KY,40422,,(859)223-0000,
6005,CMS Provider/Clinician,Allergy Asthma And Sinus Center Pllc,1136 Monarch Dr,Lexington,KY,40513,,(859)223-0000,
6006,CMS Provider/Clinician,Allergy Asthma And Sinus Center Pllc,1136 Monarch St,Lexington,KY,40513,,(nan)-,
6007,CMS Provider/Clinician,Rehabilitation Hospital Of Indiana Inc,4141 Shore Dr,Indianapolis,IN,46254,,(317)329-2000,
6011,CMS Provider/Clinician,Matthew 25 Aids Services Inc,"1901 Leitchfield Rd, Suite A",Owensboro,KY,42303,,(270)826-0200,
6012,CMS Provider/Clinician,Legacy Healthcare Services Inc,3211 E Moores Pike,Bloomington,IN,47401,,(812)334-7604,
6016,CMS Provider/Clinician,St Vincent Medical Group Inc,"1579 Olive Branch Parke Ln, Suite 180",Greenwood,IN,46143,,(317)879-4850,
6017,CMS Provider/Clinician,Community Health Network Inc,"2040 N Shadeland Ave, Suite 250",Indianapolis,IN,46219,,(317)355-5009,
6019,CMS Provider/Clinician,"Physical Therapy Associates, Inc",490 W Lincoln Trail Blvd,Radcliff,KY,40160,,(270)352-1061,
6022,CMS Provider/Clinician,Indiana University Health Care Associates Inc,"1115 Ronald Reagan Pkwy, Suite 141",Avon,IN,46123,,(317)217-2636,
6024,CMS Provider/Clinician,"Prorehab Louisville, Llc",4042 Dutchmans Ln,Louisville,KY,40207,,(502)899-9363,
6028,CMS Provider/Clinician,Franciscan Physician Network,4035 Mimosa Dr,Columbus,IN,47201,,(317)893-1900,
6031,CMS Provider/Clinician,Indiana University Health Care Associates Inc,"1701 N Senate Blvd, Bldg C6",Indianapolis,IN,46202,,(913)962-2000,
6033,CMS Provider/Clinician,"Drs Borders And Associates, Psc","2101 Nicholasville, Suite 106",Lexington,KY,40503,,(859)278-5926,
6034,CMS Provider/Clinician,Community Physicians Of Indiana Inc,"1130 W Jefferson St, Suite D",Franklin,IN,46131,,(317)736-7651,
6037,CMS Provider/Clinician,Community Physicians Of Indiana Inc,"740 W Green Meadows Dr, Suite 105",Greenfield,IN,46140,,(317)318-7777,
6043,CMS Provider/Clinician,Patoka Valley Podiatry Pc,645 W 5Th St,Jasper,IN,47546,,(812)634-2778,
6045,CMS Provider/Clinician,Community Medical Associates Inc,312 W High St,Lebanon,KY,40033,,(502)891-8300,
6046,CMS Provider/Clinician,Preferred Podiatry Group Pc,4915 Charlestown Rd,New Albany,IN,47150,,(812)945-5221,
6047,CMS Provider/Clinician,Preferred Podiatry Group Pc,400 Hunter Station Rd,Sellersburg,IN,47172,,(812)748-5258,
6048,CMS Provider/Clinician,Preferred Podiatry Group Pc,1901 Taylor Rd,Columbus,IN,47203,,(812)372-8481,
6049,CMS Provider/Clinician,Preferred Podiatry Group Pc,211 W Oak St,Louisville,KY,40203,,(502)589-3211,
6050,CMS Provider/Clinician,Frankfort Eye Center Psc,"715 Shaker Dr, Suite 120",Lexington,KY,40504,,(859)278-8443,
6051,CMS Provider/Clinician,Whitson Vision Pc,"1115 Ronald Reagan Pkwy, Suite 223",Avon,IN,46123,,(317)754-7550,
6052,CMS Provider/Clinician,"Redwood School And Rehabilitation Center, Inc.",71 Orphanage Rd,Fort Mitchell,KY,41017,,(859)331-0880,
6053,CMS Provider/Clinician,"Redwood School And Rehabilitation Center, Inc.",71 Orphanage Rd,Ft Mitchell,KY,41017,,(nan)-,
6054,CMS Provider/Clinician,"Spero Health Of Kentucky, Llc","106 Belinda Blvd, Suite 100",Danville,KY,40422,,(859)439-0340,
6061,CMS Provider/Clinician,Community Medical Associates Inc,"1141 Hospital Dr Nw, Suite 100",Corydon,IN,47112,,(502)891-8575,
6062,CMS Provider/Clinician,Psf Pllc,"1000 E John Rowan Blvd, Suite 104",Bardstown,KY,40004,,(502)337-7418,
6065,CMS Provider/Clinician,"Thomas E. Welage, O.D., P.C.",721 N Lincoln St,Greensburg,IN,47240,,(812)663-8405,
6066,CMS Provider/Clinician,Hospitalist Associate Team Llc,203 Sparks Ave,Jeffersonville,IN,47130,,(812)283-3844,
6068,CMS Provider/Clinician,Otolaryngology Associates Llc,"1115 Ronald Reagan Pkwy, Suite 255",Avon,IN,46123,,(317)844-7059,
6072,CMS Provider/Clinician,"Ballard Wright, Md, Psc","2187 Lexington Rd, Suite B1",Richmond,KY,40475,,(859)353-5907,
6073,CMS Provider/Clinician,"Ballard Wright, Md, Psc",280 Pasadena Dr,Lexington,KY,40503,,(859)278-1316,
6076,CMS Provider/Clinician,Southeastern Emergency Physicians Llc,9 Linville Dr,Paris,KY,40361,,(859)987-3600,
6078,CMS Provider/Clinician,Community Physicians Of Indiana Inc,"1400 N Ritter Ave, Suite 120",Indianapolis,IN,46219,,(317)355-1000,
6079,CMS Provider/Clinician,Jane Pauley Community Health Center Inc,"2040 N Shadeland Ave, Suite 300",Indianapolis,IN,46219,,(463)209-8503,
6087,CMS Provider/Clinician,Reasor Chiropractic Pc,804 S Jackson St,Salem,IN,47167,,(nan)-,
6088,CMS Provider/Clinician,Reasor Chiropractic Pc,"804 S Jackson St, Reasor Chiropractic Center",Salem,IN,47167,,(812)883-6527,
6091,CMS Provider/Clinician,Cep America Llc,1300 N Main St,Rushville,IN,46173,,(765)932-4111,
6092,CMS Provider/Clinician,Midwest Post Acute Care Pllc,3060 Valley Farms Rd,Indianapolis,IN,46214,,(312)447-1941,
6096,CMS Provider/Clinician,"Sound Physicians Of Indiana, Llc",4917 Grant Line Rd,New Albany,IN,47150,,(812)914-1328,
6097,CMS Provider/Clinician,"Sound Physicians Of Indiana, Llc",400 Hunter Station Rd,Sellersburg,IN,47172,,(812)252-2000,
6098,CMS Provider/Clinician,Norton Hospitals Inc,245 Atwood St,Corydon,IN,47112,,(812)734-0912,
6100,CMS Provider/Clinician,Franciscan Physician Network,"1001 Hadley Rd, Suite 102",Mooresville,IN,46158,,(317)834-9393,
6103,CMS Provider/Clinician,University Of Louisville Physicians Inc,"6400 Dutchmans Pkwy, Suite 140",Louisville,KY,40205,,(502)721-5899,
6112,CMS Provider/Clinician,Norton Childrens Medical Group Llc,"2933 Breckenridge Ln, Suite 103",Louisville,KY,40220,,(502)394-5678,
6113,CMS Provider/Clinician,Drayer Physical Therapy Kentucky Llc,"1054 Ctr Dr, Suite 1",Richmond,KY,40475,,(859)625-0600,
6115,CMS Provider/Clinician,Family Health Care Clinic Psc,1012 Ctr Dr,Richmond,KY,40475,,(859)626-9694,
6122,CMS Provider/Clinician,Metro Infectious Disease Consultants Llc,"2920 S Mcintire Dr, Suite 100A",Bloomington,IN,47403,,(877)448-3627,
6123,CMS Provider/Clinician,Baptist Health Medical Group Inc,"2800 Breckenridge Ln, Suite 400",Louisville,KY,40220,,(502)895-1111,
6127,CMS Provider/Clinician,K Andrew Yaryan Od Llc,305 Main St,Brookville,IN,47012,,(765)547-1325,
6131,CMS Provider/Clinician,Bowling Green-Warren County Community Hospital Corporation,1495 S Dixie St,Horse Cave,KY,42749,,(270)786-2372,
6134,CMS Provider/Clinician,Twelvestone Infusion Centers Llc,"1001 Monarch St, Suite 110",Lexington,KY,40513,,(844)893-0012,
6141,CMS Provider/Clinician,"Sound Physicians Of Indiana, Llc",1100 S Curry Pike,Bloomington,IN,47403,,(812)339-1657,
6142,CMS Provider/Clinician,Community Medical Associates Inc,"4420 Dixie Hwy, Suite 114",Louisville,KY,40216,,(502)449-6464,
6144,CMS Provider/Clinician,"Sn Kentuckiana Rehab, Llc","128 Breckenridge Ln, Suite 101",Louisville,KY,40207,,(502)537-7440,
6145,CMS Provider/Clinician,Legacy Physical Therapy,237 E Hwy 60,Hardinsburg,KY,40143,,(270)580-4444,
6150,CMS Provider/Clinician,Lance S Ferguson Md Psc,"2353 Alexandria Dr, Suite 260",Lexington,KY,40504,,(859)224-2655,
6157,CMS Provider/Clinician,"Louisville Optometric Centers Iii, Psc",1303 Us Hwy 127 S 108,Frankfort,KY,40601,,(502)875-3050,
6161,CMS Provider/Clinician,Ob Gyn Associates Of Southern In,530 S Jackson St,Louisville,KY,40202,,(812)945-5233113,
6162,CMS Provider/Clinician,Aptiva Health,"300 S 13Th St, Unit 105",Louisville,KY,40203,,(502)583-1011,
6163,CMS Provider/Clinician,Aptiva Health,"529 Westport Rd, Suite 2",Elizabethtown,KY,42701,,(502)909-0772,
6166,CMS Provider/Clinician,Radiology Of Indiana P C,2314 Bonnycastle Ave,Louisville,KY,40205,,(317)806-8260,
6168,CMS Provider/Clinician,Lisle Family Eye Care Inc,"2580 Michigan Rd, Suite 2",Madison,IN,47250,,(812)265-6222,
6169,CMS Provider/Clinician,Raphael Health Center Inc,401 E 34Th St,Indianapolis,IN,46205,,(317)926-1507,
6170,CMS Provider/Clinician,Daviess County Hospital,421 E Van Trees St,Washington,IN,47501,,(812)254-2663,
6171,CMS Provider/Clinician,Radiology Alliance Pc,"105 Prather Path, Suite 1 200",Georgetown,KY,40324,,(614)210-1885,
6172,CMS Provider/Clinician,Indiana University Health Care Associates Inc,"8820 S Meridian St, 200 Iu Health Physicians",Indianapolis,IN,46217,,(317)865-6750,
6173,CMS Provider/Clinician,Kentucky Anesthesia Partners Pllc,"9900 Corporate Campus Dr, Suite 3000",Louisville,KY,40223,,(888)589-8550,
6174,CMS Provider/Clinician,Decatur County Memorial Hospital,955 N Michigan Ave,Greensburg,IN,47240,,(812)662-6450,
6177,CMS Provider/Clinician,Indiana University Health Care Associates Inc,"1801 Senate Blvd, 2000 Advanced Heart And Lung",Indianapolis,IN,46202,,(317)962-9700,
6178,CMS Provider/Clinician,Lifestyle Resumption Integrative Health,2182 Dixie Hwy,Ft Mitchell,KY,41017,,(nan)-,
6179,CMS Provider/Clinician,Harrison County Hospital,"1263 Hospital Dr Nw, Suite 200",Corydon,IN,47112,,(812)734-3899,
6180,CMS Provider/Clinician,"Kentuckiana Center For Better Bone And Joint Health, Pllc","100 E Liberty St, Suite 700",Louisville,KY,40202,,(502)583-5836,
6185,CMS Provider/Clinician,Proactive Clinical Partners,628 N Meridian Rd,Greenfield,IN,46140,,(317)462-7067,
6186,CMS Provider/Clinician,Proactive Clinical Partners,10307 E County Rd 100,Indianapolis,IN,46234,,(317)273-2144,
6188,CMS Provider/Clinician,Hendricks County Psychotherapy Psc,202 Myers Rd,Danville,IN,46122,,(317)718-8436,
6189,CMS Provider/Clinician,Greg Perri,120 Webster St,Louisville,KY,40206,,(502)387-9945,
6190,CMS Provider/Clinician,Baptist Health Medical Group Inc,4004 Dupont Cir,Louisville,KY,40207,,(nan)-,
6196,CMS Provider/Clinician,University Of Louisville Physicians Inc,"1905 W Hebron Ln, Suite 205",Shepherdsville,KY,40165,,(502)895-8970,
6209,CMS Provider/Clinician,University Of Louisville Physicians Inc,"6420 Dutchmans Pkwy, Suite 175",Louisville,KY,40205,,(502)588-0955,
6210,CMS Provider/Clinician,"Healthy Eyes, Inc","1707 Cedar Grove Rd, Suite 3",Shepherdsville,KY,40165,,(502)543-1624,
6211,CMS Provider/Clinician,Kentuckyone Health Medical Group Inc,4371 New Shepherdsville Rd,Bardstown,KY,40004,,(502)350-1022,
6212,CMS Provider/Clinician,Kentuckyone Health Medical Group Inc,"4371 New Shepherdsville Rd, Unit 100",Bardstown,KY,40004,,(502)350-5492,
6215,CMS Provider/Clinician,Advanced Family Medical Clinic Liberty,84 Hustonville St,Liberty,KY,42539,,(606)706-7473,
6217,CMS Provider/Clinician,Neurobehavioral Consultants Llc,4625 E Inverness Woods Rd,Bloomington,IN,47401,,(317)550-3043,
